region_id,timestamp,val_NO2_mean,extra_rings_NO2_mean
IG,2018-11-02,56.25,1
IM,2018-11-02,,2
IP,2018-11-02,21.0,1
IV,2018-11-02,25.0,0
JE,2018-11-02,,2
KA,2018-11-02,37.625,1
KT,2018-11-02,39.0,1
KW,2018-11-02,25.0,1
KY,2018-11-02,25.375,1
L,2018-11-02,23.0,0
LA,2018-11-02,37.2,1
LD,2018-11-02,39.5,1
LE,2018-11-02,43.0,0
LL,2018-11-02,15.0,0
LN,2018-11-02,40.0,0
LS,2018-11-02,44.5,0
LU,2018-11-02,52.0,0
M,2018-11-02,45.0,0
ME,2018-11-02,43.0,0
MK,2018-11-02,38.0,1
ML,2018-11-02,33.53846153846154,1
N,2018-11-02,51.5,0
NE,2018-11-02,55.5,0
NG,2018-11-02,52.0,0
NN,2018-11-02,33.0,0
NP,2018-11-02,57.75,0
NR,2018-11-02,24.0,0
NW,2018-11-02,82.0,0
OL,2018-11-02,57.0,0
OX,2018-11-02,45.0,0
PA,2018-11-02,33.0,0
PE,2018-11-02,39.54545454545455,1
PH,2018-11-02,16.0,0
PL,2018-11-02,32.5,0
PO,2018-11-02,47.5,0
PR,2018-11-02,47.0,0
RG,2018-11-02,47.0,0
RH,2018-11-02,29.0,0
RM,2018-11-02,51.0,0
S,2018-11-02,30.285714285714285,0
SA,2018-11-02,20.666666666666668,0
SE,2018-11-02,43.0,0
SG,2018-11-02,44.5,0
SK,2018-11-02,38.631578947368425,1
SL,2018-11-02,41.833333333333336,1
SM,2018-11-02,59.0,1
SN,2018-11-02,25.0,0
SO,2018-11-02,42.0,0
SP,2018-11-02,41.0,1
SR,2018-11-02,25.5,0
SS,2018-11-02,42.0,0
ST,2018-11-02,52.5,0
SW,2018-11-02,59.0,0
SY,2018-11-02,18.875,1
TA,2018-11-02,42.0,0
TD,2018-11-02,33.888888888888886,1
TF,2018-11-02,17.0,0
TN,2018-11-02,32.6,1
TQ,2018-11-02,5.0,0
TR,2018-11-02,32.5,1
TS,2018-11-02,22.8,0
TW,2018-11-02,57.75,1
UB,2018-11-02,58.0,0
W,2018-11-02,56.0,0
WA,2018-11-02,30.66666666666667,0
WC,2018-11-02,59.0,0
WD,2018-11-02,39.0,0
WF,2018-11-02,33.0,0
WN,2018-11-02,32.0,0
WR,2018-11-02,44.375,1
WS,2018-11-02,38.0,0
WV,2018-11-02,39.6,1
YO,2018-11-02,24.66666666666667,0
ZE,2018-11-02,,2
AB,2018-11-03,11.333333333333336,0
AL,2018-11-03,28.0,1
B,2018-11-03,21.66666666666667,0
BA,2018-11-03,46.0,0
BB,2018-11-03,13.0,0
BD,2018-11-03,16.0,0
BH,2018-11-03,5.0,0
BL,2018-11-03,13.875,1
BN,2018-11-03,11.75,0
BR,2018-11-03,24.66666666666667,1
BS,2018-11-03,29.5,0
BT,2018-11-03,12.666666666666664,0
CA,2018-11-03,10.0,0
CB,2018-11-03,16.0,0
CF,2018-11-03,19.5,0
CH,2018-11-03,10.0,0
CM,2018-11-03,22.16666666666667,1
CO,2018-11-03,15.0,0
CR,2018-11-03,22.0,1
CT,2018-11-03,11.0,0
CV,2018-11-03,14.75,0
CW,2018-11-03,14.625,1
DA,2018-11-03,31.0,0
DD,2018-11-03,9.0,0
DE,2018-11-03,20.0,0
DG,2018-11-03,3.5,0
DH,2018-11-03,12.75,1
DL,2018-11-03,13.272727272727273,1
DN,2018-11-03,14.0,0
DT,2018-11-03,26.16666666666667,1
DY,2018-11-03,17.2,1
E,2018-11-03,48.0,0
EC,2018-11-03,37.333333333333336,1
EH,2018-11-03,7.5,0
EN,2018-11-03,49.625,1
EX,2018-11-03,10.0,0
FK,2018-11-03,5.5,0
FY,2018-11-03,10.0,0
G,2018-11-03,16.4,0
GL,2018-11-03,19.285714285714285,1
GU,2018-11-03,17.46153846153846,1
GY,2018-11-03,,2
HA,2018-11-03,56.5,1
HD,2018-11-03,14.6,1
HG,2018-11-03,18.5,1
HP,2018-11-03,2.0,0
HR,2018-11-03,3.0,0
HS,2018-11-03,,2
HU,2018-11-03,16.0,0
HX,2018-11-03,15.0,1
IG,2018-11-03,27.25,1
IM,2018-11-03,,2
IP,2018-11-03,15.333333333333336,1
IV,2018-11-03,13.0,0
JE,2018-11-03,,2
KA,2018-11-03,12.25,1
KT,2018-11-03,22.33333333333333,1
KW,2018-11-03,13.0,1
KY,2018-11-03,6.625,1
L,2018-11-03,11.0,0
LA,2018-11-03,12.2,1
LD,2018-11-03,14.9,1
LE,2018-11-03,16.666666666666668,0
LL,2018-11-03,10.0,0
LN,2018-11-03,13.0,0
LS,2018-11-03,27.5,0
LU,2018-11-03,30.0,0
M,2018-11-03,14.5,0
ME,2018-11-03,16.5,0
MK,2018-11-03,25.714285714285715,1
ML,2018-11-03,10.0,1
N,2018-11-03,48.5,0
NE,2018-11-03,31.0,0
NG,2018-11-03,25.5,0
NN,2018-11-03,14.0,0
NP,2018-11-03,19.75,0
NR,2018-11-03,15.0,0
NW,2018-11-03,72.0,0
OL,2018-11-03,16.0,0
OX,2018-11-03,32.0,0
PA,2018-11-03,9.0,0
PE,2018-11-03,20.818181818181817,1
PH,2018-11-03,3.0,0
PL,2018-11-03,6.5,0
PO,2018-11-03,16.0,0
PR,2018-11-03,12.0,0
RG,2018-11-03,19.0,0
RH,2018-11-03,16.0,0
RM,2018-11-03,18.0,0
S,2018-11-03,13.857142857142858,0
SA,2018-11-03,9.333333333333334,0
SE,2018-11-03,21.5,0
SG,2018-11-03,35.0,0
SK,2018-11-03,15.894736842105265,1
SL,2018-11-03,33.0,1
SM,2018-11-03,35.0,1
SN,2018-11-03,6.0,0
SO,2018-11-03,26.0,0
SP,2018-11-03,19.777777777777782,1
SR,2018-11-03,11.0,0
SS,2018-11-03,14.0,0
ST,2018-11-03,22.0,0
SW,2018-11-03,35.0,0
SY,2018-11-03,8.375,1
TA,2018-11-03,81.0,0
TD,2018-11-03,9.75,1
TF,2018-11-03,6.0,0
TN,2018-11-03,15.4,1
TQ,2018-11-03,3.0,0
TR,2018-11-03,6.5,1
TS,2018-11-03,9.8,0
TW,2018-11-03,48.0,1
UB,2018-11-03,60.0,0
W,2018-11-03,37.0,0
WA,2018-11-03,15.666666666666664,0
WC,2018-11-03,36.0,0
WD,2018-11-03,38.0,0
WF,2018-11-03,17.0,0
WN,2018-11-03,12.0,0
WR,2018-11-03,15.875,1
WS,2018-11-03,10.5,0
WV,2018-11-03,14.2,1
YO,2018-11-03,13.333333333333336,0
ZE,2018-11-03,,2
AB,2018-11-04,17.0,0
AL,2018-11-04,22.8,1
B,2018-11-04,24.33333333333333,0
BA,2018-11-04,31.0,0
BB,2018-11-04,17.0,0
BD,2018-11-04,29.0,0
BH,2018-11-04,7.5,0
BL,2018-11-04,15.875,1
BN,2018-11-04,13.0,0
BR,2018-11-04,22.66666666666667,1
BS,2018-11-04,18.0,0
BT,2018-11-04,28.83333333333333,0
CA,2018-11-04,15.0,0
CB,2018-11-04,9.0,0
CF,2018-11-04,21.5,0
CH,2018-11-04,16.0,0
CM,2018-11-04,17.333333333333332,1
CO,2018-11-04,15.0,0
CR,2018-11-04,21.4,1
CT,2018-11-04,14.5,1
CV,2018-11-04,17.5,0
CW,2018-11-04,17.875,1
DA,2018-11-04,27.0,0
DD,2018-11-04,18.0,0
DE,2018-11-04,20.0,0
DG,2018-11-04,6.5,0
DH,2018-11-04,17.125,1
DL,2018-11-04,16.818181818181817,1
DN,2018-11-04,17.666666666666668,0
DT,2018-11-04,20.83333333333333,1
DY,2018-11-04,21.6,1
E,2018-11-04,36.0,0
EC,2018-11-04,30.83333333333333,1
EH,2018-11-04,15.5,0
EN,2018-11-04,39.25,1
EX,2018-11-04,10.0,0
FK,2018-11-04,20.5,0
FY,2018-11-04,12.0,0
G,2018-11-04,31.4,0
GL,2018-11-04,19.357142857142858,1
GU,2018-11-04,16.307692307692307,1
GY,2018-11-04,,2
HA,2018-11-04,47.66666666666666,1
HD,2018-11-04,20.6,1
HG,2018-11-04,20.33333333333333,1
HP,2018-11-04,3.0,0
HR,2018-11-04,4.0,0
HS,2018-11-04,,2
HU,2018-11-04,20.5,0
HX,2018-11-04,20.666666666666668,1
IG,2018-11-04,23.75,1
IM,2018-11-04,,2
IP,2018-11-04,13.333333333333336,1
IV,2018-11-04,18.0,0
JE,2018-11-04,,2
KA,2018-11-04,24.5,1
KT,2018-11-04,22.0,1
KW,2018-11-04,18.0,1
KY,2018-11-04,15.5,1
L,2018-11-04,12.0,0
LA,2018-11-04,17.8,1
LD,2018-11-04,19.3,1
LE,2018-11-04,18.0,0
LL,2018-11-04,12.0,0
LN,2018-11-04,22.0,0
LS,2018-11-04,29.0,0
LU,2018-11-04,37.0,0
M,2018-11-04,15.75,0
ME,2018-11-04,14.5,0
MK,2018-11-04,21.0,1
ML,2018-11-04,21.0,1
N,2018-11-04,38.5,0
NE,2018-11-04,33.0,0
NG,2018-11-04,27.0,0
NN,2018-11-04,19.0,0
NP,2018-11-04,27.75,0
NR,2018-11-04,16.0,0
NW,2018-11-04,63.5,0
OL,2018-11-04,16.0,0
OX,2018-11-04,20.5,0
PA,2018-11-04,26.0,0
PE,2018-11-04,20.09090909090909,1
PH,2018-11-04,3.0,0
PL,2018-11-04,9.0,0
PO,2018-11-04,12.5,0
PR,2018-11-04,16.0,0
RG,2018-11-04,15.0,0
RH,2018-11-04,18.0,0
RM,2018-11-04,18.0,0
S,2018-11-04,19.857142857142858,0
SA,2018-11-04,11.666666666666664,0
SE,2018-11-04,20.5,0
SG,2018-11-04,23.5,0
SK,2018-11-04,18.94736842105263,1
SL,2018-11-04,27.0,1
SM,2018-11-04,30.0,1
SN,2018-11-04,9.0,0
SO,2018-11-04,23.0,0
SP,2018-11-04,17.11111111111111,1
SR,2018-11-04,15.5,0
SS,2018-11-04,15.0,0
ST,2018-11-04,29.0,0
SW,2018-11-04,30.0,0
SY,2018-11-04,11.5,1
TA,2018-11-04,59.0,0
TD,2018-11-04,15.375,1
TF,2018-11-04,9.0,0
TN,2018-11-04,16.0,1
TQ,2018-11-04,3.0,0
TR,2018-11-04,9.0,1
TS,2018-11-04,14.6,0
TW,2018-11-04,40.5,1
UB,2018-11-04,51.0,0
W,2018-11-04,30.0,0
WA,2018-11-04,14.666666666666664,0
WC,2018-11-04,31.0,0
WD,2018-11-04,27.0,0
WF,2018-11-04,22.0,0
WN,2018-11-04,15.0,0
WR,2018-11-04,18.375,1
WS,2018-11-04,17.5,0
WV,2018-11-04,20.4,1
YO,2018-11-04,11.666666666666664,0
ZE,2018-11-04,,2
AB,2018-11-05,33.333333333333336,0
AL,2018-11-05,28.6,1
B,2018-11-05,43.33333333333334,0
BA,2018-11-05,35.0,0
BB,2018-11-05,31.0,0
BD,2018-11-05,51.0,0
BH,2018-11-05,28.0,0
BL,2018-11-05,34.375,1
BN,2018-11-05,21.75,0
BR,2018-11-05,40.333333333333336,1
BS,2018-11-05,42.0,0
BT,2018-11-05,35.5,0
CA,2018-11-05,29.0,0
CB,2018-11-05,19.0,0
CF,2018-11-05,36.5,0
CH,2018-11-05,34.5,0
CM,2018-11-05,24.66666666666667,1
CO,2018-11-05,27.0,0
CR,2018-11-05,36.0,1
CT,2018-11-05,27.0,1
CV,2018-11-05,31.5,0
CW,2018-11-05,34.875,1
DA,2018-11-05,35.0,0
DD,2018-11-05,26.0,0
DE,2018-11-05,32.5,0
DG,2018-11-05,17.5,0
DH,2018-11-05,34.875,1
DL,2018-11-05,33.27272727272727,1
DN,2018-11-05,34.666666666666664,0
DT,2018-11-05,28.5,1
DY,2018-11-05,41.8,1
E,2018-11-05,59.0,0
EC,2018-11-05,45.83333333333334,1
EH,2018-11-05,24.75,0
EN,2018-11-05,44.5,1
EX,2018-11-05,25.5,0
FK,2018-11-05,38.0,0
FY,2018-11-05,25.0,0
G,2018-11-05,43.4,0
GL,2018-11-05,36.0,1
GU,2018-11-05,26.84615384615385,1
GY,2018-11-05,,2
HA,2018-11-05,53.83333333333334,1
HD,2018-11-05,36.1,1
HG,2018-11-05,35.666666666666664,1
HP,2018-11-05,10.0,0
HR,2018-11-05,17.0,0
HS,2018-11-05,,2
HU,2018-11-05,34.5,0
HX,2018-11-05,41.0,1
IG,2018-11-05,44.0,1
IM,2018-11-05,,2
IP,2018-11-05,24.0,1
IV,2018-11-05,31.0,0
JE,2018-11-05,,2
KA,2018-11-05,36.0,1
KT,2018-11-05,31.33333333333333,1
KW,2018-11-05,31.0,1
KY,2018-11-05,25.714285714285715,1
L,2018-11-05,26.0,0
LA,2018-11-05,33.8,1
LD,2018-11-05,32.1,1
LE,2018-11-05,24.33333333333333,0
LL,2018-11-05,32.0,0
LN,2018-11-05,41.0,0
LS,2018-11-05,44.5,0
LU,2018-11-05,49.0,0
M,2018-11-05,34.5,0
ME,2018-11-05,27.0,0
MK,2018-11-05,30.857142857142854,1
ML,2018-11-05,32.416666666666664,1
N,2018-11-05,40.5,0
NE,2018-11-05,63.0,0
NG,2018-11-05,36.0,0
NN,2018-11-05,26.0,0
NP,2018-11-05,41.5,0
NR,2018-11-05,26.0,0
NW,2018-11-05,66.0,0
OL,2018-11-05,41.0,0
OX,2018-11-05,42.0,0
PA,2018-11-05,36.0,0
PE,2018-11-05,27.63636363636364,1
PH,2018-11-05,17.0,0
PL,2018-11-05,23.0,0
PO,2018-11-05,23.0,0
PR,2018-11-05,33.0,0
RG,2018-11-05,41.5,0
RH,2018-11-05,22.5,0
RM,2018-11-05,31.0,0
S,2018-11-05,32.857142857142854,0
SA,2018-11-05,21.66666666666667,0
SE,2018-11-05,43.0,0
SG,2018-11-05,23.5,0
SK,2018-11-05,34.21052631578947,1
SL,2018-11-05,38.5,1
SM,2018-11-05,49.0,1
SN,2018-11-05,27.0,0
SO,2018-11-05,29.33333333333333,0
SP,2018-11-05,32.111111111111114,1
SR,2018-11-05,33.5,0
SS,2018-11-05,24.0,0
ST,2018-11-05,40.5,0
SW,2018-11-05,49.0,0
SY,2018-11-05,27.125,1
TA,2018-11-05,29.0,0
TD,2018-11-05,28.25,1
TF,2018-11-05,34.0,0
TN,2018-11-05,24.555555555555557,1
TQ,2018-11-05,11.0,0
TR,2018-11-05,23.0,1
TS,2018-11-05,29.8,0
TW,2018-11-05,50.75,1
UB,2018-11-05,50.5,0
W,2018-11-05,53.0,0
WA,2018-11-05,31.66666666666667,0
WC,2018-11-05,49.0,0
WD,2018-11-05,37.0,0
WF,2018-11-05,39.0,0
WN,2018-11-05,32.0,0
WR,2018-11-05,34.125,1
WS,2018-11-05,39.5,0
WV,2018-11-05,38.8,1
YO,2018-11-05,24.66666666666667,0
ZE,2018-11-05,,2
AB,2018-11-06,31.33333333333333,0
AL,2018-11-06,27.2,1
B,2018-11-06,33.0,0
BA,2018-11-06,45.0,0
BB,2018-11-06,24.0,0
BD,2018-11-06,40.0,0
BH,2018-11-06,8.5,0
BL,2018-11-06,24.75,1
BN,2018-11-06,19.75,0
BR,2018-11-06,21.66666666666667,1
BS,2018-11-06,23.5,0
BT,2018-11-06,19.166666666666668,0
CA,2018-11-06,23.0,0
CB,2018-11-06,16.0,0
CF,2018-11-06,25.0,0
CH,2018-11-06,23.5,0
CM,2018-11-06,20.83333333333333,1
CO,2018-11-06,21.0,0
CR,2018-11-06,22.8,1
CT,2018-11-06,11.0,0
CV,2018-11-06,26.5,0
CW,2018-11-06,26.5,1
DA,2018-11-06,24.0,0
DD,2018-11-06,30.0,0
DE,2018-11-06,30.0,0
DG,2018-11-06,15.0,0
DH,2018-11-06,33.25,1
DL,2018-11-06,30.818181818181817,1
DN,2018-11-06,32.0,0
DT,2018-11-06,23.83333333333333,1
DY,2018-11-06,30.0,1
E,2018-11-06,45.0,0
EC,2018-11-06,30.83333333333333,1
EH,2018-11-06,24.0,0
EN,2018-11-06,41.0,1
EX,2018-11-06,11.5,0
FK,2018-11-06,27.5,0
FY,2018-11-06,19.0,0
G,2018-11-06,34.2,0
GL,2018-11-06,23.785714285714285,1
GU,2018-11-06,22.923076923076927,1
GY,2018-11-06,,2
HA,2018-11-06,49.66666666666666,1
HD,2018-11-06,31.0,1
HG,2018-11-06,32.666666666666664,1
HP,2018-11-06,5.0,0
HR,2018-11-06,7.0,0
HS,2018-11-06,,2
HU,2018-11-06,33.5,0
HX,2018-11-06,29.0,1
IG,2018-11-06,27.0,1
IM,2018-11-06,,2
IP,2018-11-06,18.33333333333333,1
IV,2018-11-06,26.0,0
JE,2018-11-06,,2
KA,2018-11-06,28.625,1
KT,2018-11-06,24.33333333333333,1
KW,2018-11-06,26.0,1
KY,2018-11-06,23.5,1
L,2018-11-06,15.0,0
LA,2018-11-06,26.0,1
LD,2018-11-06,20.1,1
LE,2018-11-06,30.66666666666667,0
LL,2018-11-06,22.0,0
LN,2018-11-06,37.0,0
LS,2018-11-06,41.0,0
LU,2018-11-06,48.0,0
M,2018-11-06,25.75,0
ME,2018-11-06,14.5,0
MK,2018-11-06,27.0,1
ML,2018-11-06,27.07692307692308,1
N,2018-11-06,32.0,0
NE,2018-11-06,52.0,0
NG,2018-11-06,35.0,0
NN,2018-11-06,28.0,0
NP,2018-11-06,26.0,0
NR,2018-11-06,18.0,0
NW,2018-11-06,68.0,0
OL,2018-11-06,23.0,0
OX,2018-11-06,28.5,0
PA,2018-11-06,28.0,0
PE,2018-11-06,28.363636363636363,1
PH,2018-11-06,7.0,0
PL,2018-11-06,10.5,0
PO,2018-11-06,25.5,0
PR,2018-11-06,24.0,0
RG,2018-11-06,20.5,0
RH,2018-11-06,17.5,0
RM,2018-11-06,22.0,0
S,2018-11-06,30.142857142857146,0
SA,2018-11-06,13.333333333333336,0
SE,2018-11-06,20.5,0
SG,2018-11-06,25.5,0
SK,2018-11-06,28.684210526315788,1
SL,2018-11-06,28.66666666666667,1
SM,2018-11-06,38.0,1
SN,2018-11-06,12.0,0
SO,2018-11-06,30.66666666666667,0
SP,2018-11-06,23.0,1
SR,2018-11-06,32.0,0
SS,2018-11-06,15.0,0
ST,2018-11-06,37.0,0
SW,2018-11-06,38.0,0
SY,2018-11-06,16.625,1
TA,2018-11-06,58.0,0
TD,2018-11-06,25.125,1
TF,2018-11-06,17.0,0
TN,2018-11-06,17.8,1
TQ,2018-11-06,5.0,0
TR,2018-11-06,10.5,1
TS,2018-11-06,30.0,0
TW,2018-11-06,42.0,1
UB,2018-11-06,47.0,0
W,2018-11-06,36.0,0
WA,2018-11-06,24.66666666666667,0
WC,2018-11-06,35.0,0
WD,2018-11-06,32.0,0
WF,2018-11-06,36.0,0
WN,2018-11-06,24.0,0
WR,2018-11-06,26.5,1
WS,2018-11-06,25.5,0
WV,2018-11-06,28.4,1
YO,2018-11-06,24.66666666666667,0
ZE,2018-11-06,,2
AB,2018-11-07,23.0,0
AL,2018-11-07,17.4,1
B,2018-11-07,30.0,0
BA,2018-11-07,54.0,0
BB,2018-11-07,18.0,0
BD,2018-11-07,35.0,0
BH,2018-11-07,5.0,0
BL,2018-11-07,23.5,1
BN,2018-11-07,7.0,0
BR,2018-11-07,11.0,1
BS,2018-11-07,26.5,0
BT,2018-11-07,32.333333333333336,0
CA,2018-11-07,17.0,0
CB,2018-11-07,7.0,0
CF,2018-11-07,26.0,0
CH,2018-11-07,18.0,0
CM,2018-11-07,11.0,1
CO,2018-11-07,8.0,0
CR,2018-11-07,14.0,1
CT,2018-11-07,5.0,0
CV,2018-11-07,16.0,0
CW,2018-11-07,22.714285714285715,1
DA,2018-11-07,12.0,0
DD,2018-11-07,14.0,0
DE,2018-11-07,34.0,0
DG,2018-11-07,13.5,0
DH,2018-11-07,19.125,1
DL,2018-11-07,19.454545454545453,1
DN,2018-11-07,18.0,0
DT,2018-11-07,26.83333333333333,1
DY,2018-11-07,25.6,1
E,2018-11-07,30.0,0
EC,2018-11-07,20.83333333333333,1
EH,2018-11-07,18.0,0
EN,2018-11-07,32.0,1
EX,2018-11-07,13.5,0
FK,2018-11-07,15.0,0
FY,2018-11-07,10.0,0
G,2018-11-07,26.4,0
GL,2018-11-07,21.0,1
GU,2018-11-07,13.230769230769232,1
GY,2018-11-07,,2
HA,2018-11-07,39.5,1
HD,2018-11-07,24.1,1
HG,2018-11-07,26.5,1
HP,2018-11-07,1.0,0
HR,2018-11-07,6.0,0
HS,2018-11-07,,2
HU,2018-11-07,23.5,0
HX,2018-11-07,28.0,1
IG,2018-11-07,15.25,1
IM,2018-11-07,,2
IP,2018-11-07,7.666666666666668,1
IV,2018-11-07,17.0,0
JE,2018-11-07,,2
KA,2018-11-07,22.5,1
KT,2018-11-07,16.333333333333332,1
KW,2018-11-07,17.0,1
KY,2018-11-07,15.285714285714285,1
L,2018-11-07,15.0,0
LA,2018-11-07,19.6,1
LD,2018-11-07,22.3,1
LE,2018-11-07,16.666666666666668,0
LL,2018-11-07,17.0,0
LN,2018-11-07,22.0,0
LS,2018-11-07,40.0,0
LU,2018-11-07,28.0,0
M,2018-11-07,25.5,0
ME,2018-11-07,8.0,0
MK,2018-11-07,16.714285714285715,1
ML,2018-11-07,20.5,1
N,2018-11-07,25.0,0
NE,2018-11-07,48.0,0
NG,2018-11-07,29.0,0
NN,2018-11-07,12.0,0
NP,2018-11-07,31.25,0
NR,2018-11-07,8.0,0
NW,2018-11-07,59.0,0
OL,2018-11-07,31.0,0
OX,2018-11-07,19.5,0
PA,2018-11-07,21.0,0
PE,2018-11-07,17.636363636363637,1
PH,2018-11-07,6.0,0
PL,2018-11-07,16.0,0
PO,2018-11-07,16.5,0
PR,2018-11-07,18.0,0
RG,2018-11-07,13.0,0
RH,2018-11-07,12.5,0
RM,2018-11-07,10.0,0
S,2018-11-07,20.714285714285715,0
SA,2018-11-07,13.333333333333336,0
SE,2018-11-07,10.5,0
SG,2018-11-07,18.5,0
SK,2018-11-07,25.16666666666667,1
SL,2018-11-07,21.0,1
SM,2018-11-07,24.0,1
SN,2018-11-07,7.0,0
SO,2018-11-07,20.0,0
SP,2018-11-07,17.444444444444443,1
SR,2018-11-07,17.5,0
SS,2018-11-07,7.5,0
ST,2018-11-07,35.5,0
SW,2018-11-07,24.0,0
SY,2018-11-07,14.375,1
TA,2018-11-07,70.0,0
TD,2018-11-07,20.5,1
TF,2018-11-07,16.0,0
TN,2018-11-07,8.6,1
TQ,2018-11-07,2.0,0
TR,2018-11-07,16.0,1
TS,2018-11-07,14.0,0
TW,2018-11-07,30.5,1
UB,2018-11-07,39.0,0
W,2018-11-07,20.0,0
WA,2018-11-07,18.0,0
WC,2018-11-07,24.0,0
WD,2018-11-07,21.0,0
WF,2018-11-07,30.0,0
WN,2018-11-07,19.0,0
WR,2018-11-07,20.0,1
WS,2018-11-07,19.0,0
WV,2018-11-07,25.0,1
YO,2018-11-07,14.666666666666664,0
ZE,2018-11-07,,2
AB,2018-11-08,34.333333333333336,0
AL,2018-11-08,25.8,1
B,2018-11-08,36.66666666666666,0
BA,2018-11-08,53.0,0
BB,2018-11-08,23.0,0
BD,2018-11-08,49.0,0
BH,2018-11-08,4.5,0
BL,2018-11-08,22.625,1
BN,2018-11-08,11.75,0
BR,2018-11-08,18.666666666666668,1
BS,2018-11-08,26.0,0
BT,2018-11-08,38.0,0
CA,2018-11-08,18.0,0
CB,2018-11-08,7.0,0
CF,2018-11-08,25.5,0
CH,2018-11-08,16.5,0
CM,2018-11-08,17.714285714285715,1
CO,2018-11-08,11.0,0
CR,2018-11-08,21.8,1
CT,2018-11-08,9.0,0
CV,2018-11-08,21.5,0
CW,2018-11-08,25.125,1
DA,2018-11-08,24.0,0
DD,2018-11-08,23.0,0
DE,2018-11-08,30.0,0
DG,2018-11-08,11.0,0
DH,2018-11-08,27.33333333333333,1
DL,2018-11-08,26.41666666666667,1
DN,2018-11-08,23.33333333333333,0
DT,2018-11-08,26.83333333333333,1
DY,2018-11-08,31.0,1
E,2018-11-08,37.0,0
EC,2018-11-08,30.33333333333333,1
EH,2018-11-08,24.25,0
EN,2018-11-08,43.25,1
EX,2018-11-08,11.0,0
FK,2018-11-08,22.0,0
FY,2018-11-08,14.0,0
G,2018-11-08,37.6,0
GL,2018-11-08,23.857142857142854,1
GU,2018-11-08,19.076923076923077,1
GY,2018-11-08,,2
HA,2018-11-08,52.33333333333334,1
HD,2018-11-08,28.0,1
HG,2018-11-08,31.66666666666667,1
HP,2018-11-08,2.0,0
HR,2018-11-08,6.0,0
HS,2018-11-08,,2
HU,2018-11-08,24.0,0
HX,2018-11-08,30.66666666666667,1
IG,2018-11-08,23.0,1
IM,2018-11-08,,2
IP,2018-11-08,10.0,1
IV,2018-11-08,35.0,0
JE,2018-11-08,,2
KA,2018-11-08,30.375,1
KT,2018-11-08,25.66666666666667,1
KW,2018-11-08,35.0,1
KY,2018-11-08,21.142857142857142,1
L,2018-11-08,10.0,0
LA,2018-11-08,25.0,1
LD,2018-11-08,21.5,1
LE,2018-11-08,22.66666666666667,0
LL,2018-11-08,18.0,0
LN,2018-11-08,35.0,0
LS,2018-11-08,44.5,0
LU,2018-11-08,43.0,0
M,2018-11-08,23.5,0
ME,2018-11-08,12.0,0
MK,2018-11-08,26.0,1
ML,2018-11-08,27.41666666666667,1
N,2018-11-08,39.0,0
NE,2018-11-08,53.0,0
NG,2018-11-08,33.0,0
NN,2018-11-08,21.0,0
NP,2018-11-08,30.0,0
NR,2018-11-08,12.0,0
NW,2018-11-08,73.5,0
OL,2018-11-08,20.0,0
OX,2018-11-08,31.0,0
PA,2018-11-08,33.0,0
PE,2018-11-08,23.90909090909091,1
PH,2018-11-08,6.0,0
PL,2018-11-08,9.0,0
PO,2018-11-08,16.5,0
PR,2018-11-08,21.0,0
RG,2018-11-08,18.5,0
RH,2018-11-08,21.5,0
RM,2018-11-08,23.0,0
S,2018-11-08,25.0,0
SA,2018-11-08,12.666666666666664,0
SE,2018-11-08,16.0,0
SG,2018-11-08,27.0,0
SK,2018-11-08,26.47368421052632,1
SL,2018-11-08,29.33333333333333,1
SM,2018-11-08,34.0,1
SN,2018-11-08,8.0,0
SO,2018-11-08,29.33333333333333,0
SP,2018-11-08,21.66666666666667,1
SR,2018-11-08,24.0,0
SS,2018-11-08,14.5,0
ST,2018-11-08,43.5,0
SW,2018-11-08,34.0,0
SY,2018-11-08,13.625,1
TA,2018-11-08,77.0,0
TD,2018-11-08,27.0,1
TF,2018-11-08,14.0,0
TN,2018-11-08,14.7,1
TQ,2018-11-08,3.0,0
TR,2018-11-08,9.0,1
TS,2018-11-08,18.4,0
TW,2018-11-08,42.75,1
UB,2018-11-08,53.5,0
W,2018-11-08,30.0,0
WA,2018-11-08,22.33333333333333,0
WC,2018-11-08,35.0,0
WD,2018-11-08,30.0,0
WF,2018-11-08,36.0,0
WN,2018-11-08,23.0,0
WR,2018-11-08,25.25,1
WS,2018-11-08,22.5,0
WV,2018-11-08,29.2,1
YO,2018-11-08,17.333333333333332,0
ZE,2018-11-08,,2
AB,2018-11-09,18.666666666666668,0
AL,2018-11-09,27.0,1
B,2018-11-09,28.0,0
BA,2018-11-09,44.0,0
BB,2018-11-09,17.0,0
BD,2018-11-09,41.0,0
BH,2018-11-09,3.5,0
BL,2018-11-09,18.75,1
BN,2018-11-09,9.5,0
BR,2018-11-09,18.666666666666668,1
BS,2018-11-09,28.0,0
BT,2018-11-09,22.0,0
CA,2018-11-09,14.0,0
CB,2018-11-09,8.0,0
CF,2018-11-09,21.0,0
CH,2018-11-09,15.0,0
CM,2018-11-09,16.285714285714285,1
CO,2018-11-09,13.0,0
CR,2018-11-09,19.8,1
CT,2018-11-09,10.0,0
CV,2018-11-09,17.5,0
CW,2018-11-09,20.5,1
DA,2018-11-09,21.0,0
DD,2018-11-09,15.0,0
DE,2018-11-09,23.5,0
DG,2018-11-09,10.5,0
DH,2018-11-09,18.666666666666668,1
