region_id,timestamp,val_PM10_mean,extra_rings_PM10_mean
W,2017-01-01,19.0,0
WA,2017-01-01,8.0,0
WC,2017-01-01,16.0,0
WD,2017-01-01,17.666666666666668,1
WF,2017-01-01,7.5,1
WN,2017-01-01,8.333333333333334,1
WR,2017-01-01,10.25,1
WS,2017-01-01,9.0,1
WV,2017-01-01,9.0,1
YO,2017-01-01,7.0,0
ZE,2017-01-01,,2
AB,2017-01-02,6.0,0
AL,2017-01-02,17.0,1
B,2017-01-02,15.0,0
BA,2017-01-02,30.0,1
BB,2017-01-02,13.4,2
BD,2017-01-02,10.5,1
BH,2017-01-02,15.0,1
BL,2017-01-02,17.0,1
BN,2017-01-02,16.5,1
BR,2017-01-02,21.0,1
BS,2017-01-02,30.0,0
BT,2017-01-02,15.0,0
CA,2017-01-02,12.0,0
CB,2017-01-02,17.0,1
CF,2017-01-02,18.0,0
CH,2017-01-02,13.0,1
CM,2017-01-02,15.666666666666664,1
CO,2017-01-02,14.75,2
CR,2017-01-02,20.5,1
CT,2017-01-02,18.0,1
CV,2017-01-02,16.5,0
CW,2017-01-02,19.0,1
DA,2017-01-02,17.666666666666668,1
DD,2017-01-02,6.0,1
DE,2017-01-02,16.727272727272727,1
DG,2017-01-02,12.0,1
DH,2017-01-02,8.0,1
DL,2017-01-02,9.5,1
DN,2017-01-02,10.0,0
DT,2017-01-02,20.0,1
DY,2017-01-02,15.0,1
E,2017-01-02,21.0,1
EC,2017-01-02,17.5,1
EH,2017-01-02,6.0,1
EN,2017-01-02,17.666666666666668,1
EX,2017-01-02,20.0,0
FK,2017-01-02,6.0,0
FY,2017-01-02,12.0,2
G,2017-01-02,10.0,0
GL,2017-01-02,19.8,1
GU,2017-01-02,15.5,1
GY,2017-01-02,,2
HA,2017-01-02,17.6,1
HD,2017-01-02,11.666666666666664,1
HG,2017-01-02,10.5,1
HP,2017-01-02,15.0,1
HR,2017-01-02,18.0,1
HS,2017-01-02,,2
HU,2017-01-02,9.0,0
HX,2017-01-02,12.857142857142858,2
IG,2017-01-02,17.5,1
IM,2017-01-02,,2
IP,2017-01-02,12.0,1
IV,2017-01-02,6.0,1
JE,2017-01-02,,2
KA,2017-01-02,8.333333333333334,1
KT,2017-01-02,20.0,1
KW,2017-01-02,6.0,2
KY,2017-01-02,6.0,1
L,2017-01-02,13.0,1
LA,2017-01-02,12.0,1
LD,2017-01-02,16.333333333333332,1
LE,2017-01-02,21.0,0
LL,2017-01-02,14.25,2
LN,2017-01-02,16.666666666666668,1
LS,2017-01-02,10.5,0
LU,2017-01-02,17.0,1
M,2017-01-02,17.0,0
ME,2017-01-02,18.0,0
MK,2017-01-02,17.0,1
ML,2017-01-02,8.666666666666666,1
N,2017-01-02,16.666666666666668,1
NE,2017-01-02,6.0,0
NG,2017-01-02,20.0,0
NN,2017-01-02,18.0,1
NP,2017-01-02,18.0,0
NR,2017-01-02,12.0,0
NW,2017-01-02,18.0,0
OL,2017-01-02,17.0,1
OX,2017-01-02,15.75,1
PA,2017-01-02,5.0,0
PE,2017-01-02,18.0,1
PH,2017-01-02,5.666666666666668,1
PL,2017-01-02,14.0,0
PO,2017-01-02,13.0,0
PR,2017-01-02,14.75,2
RG,2017-01-02,15.0,0
RH,2017-01-02,20.0,0
RM,2017-01-02,14.0,0
S,2017-01-02,11.666666666666664,0
SA,2017-01-02,14.666666666666664,0
SE,2017-01-02,21.0,0
SG,2017-01-02,17.0,0
SK,2017-01-02,15.285714285714285,1
SL,2017-01-02,14.333333333333336,1
SM,2017-01-02,18.8,2
SN,2017-01-02,20.0,1
SO,2017-01-02,15.0,0
SP,2017-01-02,15.0,1
SR,2017-01-02,8.0,1
SS,2017-01-02,16.0,0
ST,2017-01-02,25.0,0
SW,2017-01-02,18.5,1
SY,2017-01-02,14.666666666666664,1
TA,2017-01-02,25.0,1
TD,2017-01-02,9.0,1
TF,2017-01-02,25.0,1
TN,2017-01-02,19.0,1
TQ,2017-01-02,16.0,1
TR,2017-01-02,14.0,1
TS,2017-01-02,9.0,0
TW,2017-01-02,17.333333333333332,1
UB,2017-01-02,13.0,0
W,2017-01-02,19.5,0
WA,2017-01-02,13.0,0
WC,2017-01-02,14.0,0
WD,2017-01-02,16.333333333333332,1
WF,2017-01-02,10.875,1
WN,2017-01-02,15.666666666666664,1
WR,2017-01-02,15.75,1
WS,2017-01-02,18.33333333333333,1
WV,2017-01-02,25.0,1
YO,2017-01-02,10.5,0
ZE,2017-01-02,,2
AB,2017-01-03,6.0,0
AL,2017-01-03,16.0,1
B,2017-01-03,9.0,0
BA,2017-01-03,32.0,1
BB,2017-01-03,9.0,2
BD,2017-01-03,7.0,1
BH,2017-01-03,18.5,1
BL,2017-01-03,12.5,1
BN,2017-01-03,19.0,1
BR,2017-01-03,18.0,1
BS,2017-01-03,32.0,0
BT,2017-01-03,7.0,0
CA,2017-01-03,6.0,0
CB,2017-01-03,16.0,1
CF,2017-01-03,14.0,0
CH,2017-01-03,10.0,1
CM,2017-01-03,16.0,1
CO,2017-01-03,15.333333333333336,2
CR,2017-01-03,18.5,1
CT,2017-01-03,17.0,1
CV,2017-01-03,12.0,0
CW,2017-01-03,10.5,1
DA,2017-01-03,17.0,1
DD,2017-01-03,6.0,1
DE,2017-01-03,11.5,1
DG,2017-01-03,6.0,1
DH,2017-01-03,3.0,1
DL,2017-01-03,4.5,1
DN,2017-01-03,7.0,0
DT,2017-01-03,17.0,1
DY,2017-01-03,9.0,1
E,2017-01-03,18.0,1
EC,2017-01-03,18.0,1
EH,2017-01-03,2.0,1
EN,2017-01-03,20.666666666666668,1
EX,2017-01-03,17.0,0
FK,2017-01-03,2.0,0
FY,2017-01-03,6.0,2
G,2017-01-03,4.0,0
GL,2017-01-03,18.0,1
GU,2017-01-03,16.6,1
GY,2017-01-03,,2
HA,2017-01-03,19.4,1
HD,2017-01-03,9.666666666666666,1
HG,2017-01-03,6.5,1
HP,2017-01-03,13.5,1
HR,2017-01-03,17.0,1
HS,2017-01-03,,2
HU,2017-01-03,9.0,0
HX,2017-01-03,9.714285714285714,2
IG,2017-01-03,17.0,1
IM,2017-01-03,,2
IP,2017-01-03,14.0,1
IV,2017-01-03,6.0,1
JE,2017-01-03,,2
KA,2017-01-03,3.333333333333333,1
KT,2017-01-03,19.0,1
KW,2017-01-03,6.0,2
KY,2017-01-03,2.0,1
L,2017-01-03,10.0,1
LA,2017-01-03,6.0,1
LD,2017-01-03,13.333333333333336,1
LE,2017-01-03,15.0,0
LL,2017-01-03,10.5,2
LN,2017-01-03,11.333333333333336,1
LS,2017-01-03,7.0,0
LU,2017-01-03,16.0,1
M,2017-01-03,12.5,0
ME,2017-01-03,17.0,0
MK,2017-01-03,16.0,1
ML,2017-01-03,3.333333333333333,1
N,2017-01-03,23.0,1
NE,2017-01-03,1.0,0
NG,2017-01-03,13.5,0
NN,2017-01-03,13.0,1
NP,2017-01-03,17.0,0
NR,2017-01-03,14.0,0
NW,2017-01-03,23.0,0
OL,2017-01-03,12.5,1
OX,2017-01-03,12.75,1
PA,2017-01-03,2.0,0
PE,2017-01-03,14.4,1
PH,2017-01-03,3.333333333333333,1
PL,2017-01-03,18.0,0
PO,2017-01-03,18.5,1
PR,2017-01-03,10.25,2
RG,2017-01-03,13.5,0
RH,2017-01-03,19.0,0
RM,2017-01-03,16.0,0
S,2017-01-03,9.666666666666666,0
SA,2017-01-03,10.666666666666666,0
SE,2017-01-03,18.0,0
SG,2017-01-03,16.0,0
SK,2017-01-03,10.714285714285714,1
SL,2017-01-03,12.333333333333336,1
SM,2017-01-03,19.5,2
SN,2017-01-03,19.666666666666668,1
SO,2017-01-03,18.5,0
SP,2017-01-03,16.0,1
SR,2017-01-03,3.0,1
SS,2017-01-03,16.5,1
ST,2017-01-03,11.0,0
SW,2017-01-03,19.666666666666668,1
SY,2017-01-03,10.666666666666666,1
TA,2017-01-03,24.5,1
TD,2017-01-03,3.5,1
TF,2017-01-03,11.0,1
TN,2017-01-03,18.0,1
TQ,2017-01-03,17.5,1
TR,2017-01-03,18.0,1
TS,2017-01-03,4.0,0
TW,2017-01-03,17.0,1
UB,2017-01-03,10.0,0
W,2017-01-03,20.5,0
WA,2017-01-03,10.0,0
WC,2017-01-03,21.0,1
WD,2017-01-03,18.666666666666668,1
WF,2017-01-03,7.75,1
WN,2017-01-03,11.666666666666664,1
WR,2017-01-03,11.0,1
WS,2017-01-03,10.0,1
WV,2017-01-03,11.0,1
YO,2017-01-03,6.0,0
ZE,2017-01-03,,2
AB,2017-01-04,11.0,0
AL,2017-01-04,19.0,1
B,2017-01-04,13.0,0
BA,2017-01-04,15.333333333333336,2
BB,2017-01-04,21.83333333333333,2
BD,2017-01-04,27.0,1
BH,2017-01-04,14.5,1
BL,2017-01-04,17.5,1
BN,2017-01-04,24.0,1
BR,2017-01-04,16.5,2
BS,2017-01-04,19.0,1
BT,2017-01-04,24.0,0
CA,2017-01-04,24.0,0
CB,2017-01-04,19.0,1
CF,2017-01-04,18.0,0
CH,2017-01-04,17.5,1
CM,2017-01-04,15.666666666666664,1
CO,2017-01-04,15.5,2
CR,2017-01-04,24.0,1
CT,2017-01-04,14.5,1
CV,2017-01-04,15.0,0
CW,2017-01-04,19.0,1
DA,2017-01-04,14.0,1
DD,2017-01-04,11.0,1
DE,2017-01-04,17.1,1
DG,2017-01-04,24.0,1
DH,2017-01-04,13.333333333333336,1
DL,2017-01-04,15.166666666666664,1
DN,2017-01-04,11.0,0
DT,2017-01-04,13.0,1
DY,2017-01-04,13.0,1
E,2017-01-04,20.5,2
EC,2017-01-04,20.0,2
EH,2017-01-04,13.0,1
EN,2017-01-04,23.0,1
EX,2017-01-04,13.0,0
FK,2017-01-04,13.0,0
FY,2017-01-04,21.0,2
G,2017-01-04,20.5,0
GL,2017-01-04,16.333333333333332,1
GU,2017-01-04,16.8,1
GY,2017-01-04,,2
HA,2017-01-04,20.0,1
HD,2017-01-04,13.0,1
HG,2017-01-04,20.25,1
HP,2017-01-04,15.5,1
HR,2017-01-04,19.0,1
HS,2017-01-04,,2
HU,2017-01-04,11.0,0
HX,2017-01-04,18.285714285714285,2
IG,2017-01-04,13.0,1
IM,2017-01-04,,2
IP,2017-01-04,15.0,1
IV,2017-01-04,11.0,1
JE,2017-01-04,,2
KA,2017-01-04,17.333333333333332,1
KT,2017-01-04,24.0,1
KW,2017-01-04,11.0,2
KY,2017-01-04,13.0,1
L,2017-01-04,18.0,0
LA,2017-01-04,24.0,1
LD,2017-01-04,15.2,1
LE,2017-01-04,26.0,0
LL,2017-01-04,14.8,2
LN,2017-01-04,17.666666666666668,1
LS,2017-01-04,27.0,0
LU,2017-01-04,19.0,1
M,2017-01-04,17.5,0
ME,2017-01-04,14.5,0
MK,2017-01-04,19.0,1
ML,2017-01-04,18.0,1
N,2017-01-04,25.0,1
NE,2017-01-04,7.0,0
NG,2017-01-04,21.0,0
NN,2017-01-04,18.666666666666668,1
NP,2017-01-04,19.0,0
NR,2017-01-04,15.0,0
NW,2017-01-04,25.0,0
OL,2017-01-04,17.5,1
OX,2017-01-04,15.25,1
PA,2017-01-04,11.0,0
PE,2017-01-04,20.4,1
PH,2017-01-04,11.666666666666664,1
PL,2017-01-04,14.0,0
PO,2017-01-04,14.5,1
PR,2017-01-04,18.0,1
RG,2017-01-04,15.5,0
RH,2017-01-04,24.0,0
RM,2017-01-04,13.0,0
S,2017-01-04,13.0,0
SA,2017-01-04,13.0,0
SE,2017-01-04,13.0,1
SG,2017-01-04,19.0,0
SK,2017-01-04,16.0,1
SL,2017-01-04,14.666666666666664,1
SM,2017-01-04,20.33333333333333,2
SN,2017-01-04,15.5,1
SO,2017-01-04,14.5,0
SP,2017-01-04,15.0,1
SR,2017-01-04,13.333333333333336,1
SS,2017-01-04,15.0,0
ST,2017-01-04,21.0,0
SW,2017-01-04,18.5,1
SY,2017-01-04,13.0,1
TA,2017-01-04,13.0,1
TD,2017-01-04,15.5,1
TF,2017-01-04,21.0,1
TN,2017-01-04,17.666666666666668,1
TQ,2017-01-04,13.5,1
TR,2017-01-04,14.0,1
TS,2017-01-04,16.5,0
TW,2017-01-04,16.666666666666668,1
UB,2017-01-04,13.0,0
W,2017-01-04,18.5,0
WA,2017-01-04,17.0,0
WC,2017-01-04,21.75,1
WD,2017-01-04,21.0,1
WF,2017-01-04,16.375,1
WN,2017-01-04,17.5,1
WR,2017-01-04,14.333333333333336,1
WS,2017-01-04,17.0,1
WV,2017-01-04,21.0,1
YO,2017-01-04,13.5,0
ZE,2017-01-04,,2
AB,2017-01-05,11.0,0
AL,2017-01-05,35.0,1
B,2017-01-05,41.5,0
BA,2017-01-05,31.42857142857143,2
BB,2017-01-05,30.0,2
BD,2017-01-05,31.5,1
BH,2017-01-05,35.5,1
BL,2017-01-05,34.5,1
BN,2017-01-05,32.0,1
BR,2017-01-05,54.0,1
BS,2017-01-05,27.5,1
BT,2017-01-05,19.8,0
CA,2017-01-05,23.0,0
CB,2017-01-05,35.0,1
CF,2017-01-05,27.0,0
CH,2017-01-05,28.5,1
CM,2017-01-05,30.66666666666667,1
CO,2017-01-05,27.5,2
CR,2017-01-05,43.0,1
CT,2017-01-05,25.5,1
CV,2017-01-05,31.0,0
CW,2017-01-05,34.0,1
DA,2017-01-05,34.25,1
DD,2017-01-05,11.0,1
DE,2017-01-05,34.54545454545455,1
DG,2017-01-05,23.0,1
DH,2017-01-05,13.333333333333336,1
DL,2017-01-05,17.0,1
DN,2017-01-05,19.0,0
DT,2017-01-05,29.0,1
DY,2017-01-05,41.5,1
E,2017-01-05,54.0,1
EC,2017-01-05,41.0,1
EH,2017-01-05,7.0,0
EN,2017-01-05,38.333333333333336,1
EX,2017-01-05,29.0,0
FK,2017-01-05,19.0,0
FY,2017-01-05,24.0,2
G,2017-01-05,19.0,0
GL,2017-01-05,29.25,1
GU,2017-01-05,33.6,1
GY,2017-01-05,,2
HA,2017-01-05,41.0,1
HD,2017-01-05,27.66666666666667,1
HG,2017-01-05,25.5,1
HP,2017-01-05,32.5,1
HR,2017-01-05,27.5,1
HS,2017-01-05,,2
HU,2017-01-05,21.0,0
HX,2017-01-05,30.714285714285715,2
IG,2017-01-05,43.0,1
IM,2017-01-05,,2
IP,2017-01-05,18.0,1
IV,2017-01-05,11.0,1
JE,2017-01-05,,2
KA,2017-01-05,16.333333333333332,1
KT,2017-01-05,32.0,1
KW,2017-01-05,11.0,2
KY,2017-01-05,13.0,1
L,2017-01-05,25.0,0
LA,2017-01-05,23.0,1
LD,2017-01-05,22.6,1
LE,2017-01-05,39.0,0
LL,2017-01-05,22.0,2
LN,2017-01-05,32.0,1
LS,2017-01-05,31.5,0
LU,2017-01-05,35.0,1
M,2017-01-05,34.5,0
ME,2017-01-05,25.5,0
MK,2017-01-05,35.0,1
ML,2017-01-05,16.0,1
N,2017-01-05,36.0,1
NE,2017-01-05,14.0,0
NG,2017-01-05,38.5,0
NN,2017-01-05,33.666666666666664,1
NP,2017-01-05,27.5,0
NR,2017-01-05,18.0,0
NW,2017-01-05,40.0,0
OL,2017-01-05,34.5,1
OX,2017-01-05,31.75,1
PA,2017-01-05,11.0,0
PE,2017-01-05,33.8,1
PH,2017-01-05,13.666666666666664,1
PL,2017-01-05,29.0,1
PO,2017-01-05,35.5,1
PR,2017-01-05,25.0,1
RG,2017-01-05,32.5,0
RH,2017-01-05,32.0,0
RM,2017-01-05,32.0,0
S,2017-01-05,27.66666666666667,0
SA,2017-01-05,15.5,0
SE,2017-01-05,54.0,0
SG,2017-01-05,35.0,0
SK,2017-01-05,31.42857142857143,1
SL,2017-01-05,31.66666666666667,1
SM,2017-01-05,41.8,2
SN,2017-01-05,32.5,1
SO,2017-01-05,35.5,0
SP,2017-01-05,34.0,1
SR,2017-01-05,13.333333333333336,1
SS,2017-01-05,25.0,0
ST,2017-01-05,36.0,0
SW,2017-01-05,44.25,1
SY,2017-01-05,15.5,1
TA,2017-01-05,29.0,1
TD,2017-01-05,14.666666666666664,1
TF,2017-01-05,36.0,1
TN,2017-01-05,27.66666666666667,1
TQ,2017-01-05,29.0,1
TR,2017-01-05,29.0,2
TS,2017-01-05,13.0,0
TW,2017-01-05,41.66666666666666,1
UB,2017-01-05,30.0,0
W,2017-01-05,47.5,0
WA,2017-01-05,32.0,0
WC,2017-01-05,28.0,0
WD,2017-01-05,36.66666666666666,1
WF,2017-01-05,25.5,1
WN,2017-01-05,31.5,1
WR,2017-01-05,36.25,1
WS,2017-01-05,39.66666666666666,1
WV,2017-01-05,36.0,1
YO,2017-01-05,19.5,0
ZE,2017-01-05,,2
AB,2017-01-06,18.0,0
AL,2017-01-06,35.0,1
B,2017-01-06,24.5,0
BA,2017-01-06,28.2,2
BB,2017-01-06,21.5,2
BD,2017-01-06,25.0,1
BH,2017-01-06,29.0,1
BL,2017-01-06,24.5,1
BN,2017-01-06,33.0,1
BR,2017-01-06,36.0,1
BS,2017-01-06,28.5,1
BT,2017-01-06,11.2,0
CA,2017-01-06,14.0,0
CB,2017-01-06,35.0,1
CF,2017-01-06,24.0,0
CH,2017-01-06,20.0,1
CM,2017-01-06,32.0,1
CO,2017-01-06,29.25,2
CR,2017-01-06,34.5,1
CT,2017-01-06,22.0,1
CV,2017-01-06,23.0,0
CW,2017-01-06,27.0,1
DA,2017-01-06,27.0,1
DD,2017-01-06,18.0,1
DE,2017-01-06,26.181818181818183,1
DG,2017-01-06,14.0,1
DH,2017-01-06,16.333333333333332,1
DL,2017-01-06,15.75,1
DN,2017-01-06,25.0,0
DT,2017-01-06,28.0,2
DY,2017-01-06,24.5,1
E,2017-01-06,36.0,1
EC,2017-01-06,31.5,1
EH,2017-01-06,3.0,0
EN,2017-01-06,39.0,1
EX,2017-01-06,28.2,3
FK,2017-01-06,11.0,0
FY,2017-01-06,15.0,2
G,2017-01-06,10.5,0
GL,2017-01-06,25.75,1
GU,2017-01-06,29.25,1
GY,2017-01-06,,2
HA,2017-01-06,41.8,1
HD,2017-01-06,24.0,1
HG,2017-01-06,25.0,1
HP,2017-01-06,26.0,1
HR,2017-01-06,28.5,1
HS,2017-01-06,,2
HU,2017-01-06,28.0,0
HX,2017-01-06,24.42857142857143,2
IG,2017-01-06,32.0,1
IM,2017-01-06,,2
IP,2017-01-06,21.0,1
IV,2017-01-06,18.0,1
JE,2017-01-06,,2
KA,2017-01-06,10.0,1
KT,2017-01-06,33.0,1
KW,2017-01-06,18.0,2
KY,2017-01-06,7.0,1
L,2017-01-06,16.0,0
LA,2017-01-06,14.0,1
LD,2017-01-06,22.5,1
LE,2017-01-06,28.0,0
LL,2017-01-06,18.8,2
LN,2017-01-06,29.33333333333333,1
LS,2017-01-06,25.0,0
LU,2017-01-06,35.0,1
M,2017-01-06,24.5,0
ME,2017-01-06,22.0,0
MK,2017-01-06,35.0,1
ML,2017-01-06,8.75,1
N,2017-01-06,36.333333333333336,1
NE,2017-01-06,14.0,0
NG,2017-01-06,31.5,0
NN,2017-01-06,24.66666666666667,1
NP,2017-01-06,28.5,0
NR,2017-01-06,21.0,0
NW,2017-01-06,41.0,0
OL,2017-01-06,24.5,1
OX,2017-01-06,24.0,1
PA,2017-01-06,9.0,0
PE,2017-01-06,29.4,1
PH,2017-01-06,12.666666666666664,1
PL,2017-01-06,28.2,4
PO,2017-01-06,29.0,1
PR,2017-01-06,16.0,1
RG,2017-01-06,26.0,0
RH,2017-01-06,33.0,0
RM,2017-01-06,28.0,0
S,2017-01-06,24.0,0
SA,2017-01-06,18.0,0
SE,2017-01-06,36.0,0
SG,2017-01-06,35.0,0
SK,2017-01-06,25.0,1
SL,2017-01-06,30.0,1
SM,2017-01-06,37.8,2
SN,2017-01-06,26.0,1
SO,2017-01-06,29.0,0
SP,2017-01-06,28.0,1
SR,2017-01-06,16.333333333333332,1
SS,2017-01-06,33.0,0
ST,2017-01-06,30.0,0
SW,2017-01-06,39.0,1
SY,2017-01-06,18.0,1
TA,2017-01-06,28.5,2
TD,2017-01-06,10.333333333333334,1
TF,2017-01-06,30.0,1
TN,2017-01-06,25.66666666666667,1
TQ,2017-01-06,28.2,4
TR,2017-01-06,28.2,5
TS,2017-01-06,17.5,0
TW,2017-01-06,42.333333333333336,1
UB,2017-01-06,34.0,0
W,2017-01-06,46.5,0
WA,2017-01-06,24.0,0
WC,2017-01-06,27.0,0
WD,2017-01-06,38.66666666666666,1
WF,2017-01-06,24.5,1
WN,2017-01-06,22.25,1
WR,2017-01-06,23.75,1
WS,2017-01-06,26.33333333333333,1
WV,2017-01-06,30.0,1
YO,2017-01-06,23.0,1
ZE,2017-01-06,,2
AB,2017-01-07,10.0,0
AL,2017-01-07,21.0,1
B,2017-01-07,22.5,0
BA,2017-01-07,15.25,2
BB,2017-01-07,17.0,2
BD,2017-01-07,11.5,1
BH,2017-01-07,14.0,1
BL,2017-01-07,25.0,1
BN,2017-01-07,21.0,1
BR,2017-01-07,20.0,1
BS,2017-01-07,16.0,1
BT,2017-01-07,15.4,0
CA,2017-01-07,14.0,0
CB,2017-01-07,21.0,1
CF,2017-01-07,13.0,0
CH,2017-01-07,18.5,1
CM,2017-01-07,17.666666666666668,1
CO,2017-01-07,18.5,2
CR,2017-01-07,20.5,1
CT,2017-01-07,15.0,1
CV,2017-01-07,19.0,0
CW,2017-01-07,22.5,1
DA,2017-01-07,16.0,1
DD,2017-01-07,10.0,1
DE,2017-01-07,19.818181818181817,1
DG,2017-01-07,14.0,1
DH,2017-01-07,10.666666666666666,1
DL,2017-01-07,11.5,1
DN,2017-01-07,20.0,0
DT,2017-01-07,15.0,2
DY,2017-01-07,22.5,1
E,2017-01-07,20.0,1
EC,2017-01-07,17.5,1
EH,2017-01-07,1.0,0
EN,2017-01-07,20.666666666666668,1
EX,2017-01-07,15.25,3
FK,2017-01-07,7.0,0
FY,2017-01-07,14.5,2
G,2017-01-07,9.0,0
GL,2017-01-07,18.0,1
GU,2017-01-07,16.5,1
GY,2017-01-07,,2
HA,2017-01-07,18.6,1
HD,2017-01-07,11.666666666666664,1
HG,2017-01-07,11.5,1
HP,2017-01-07,17.0,1
HR,2017-01-07,16.0,1
HS,2017-01-07,,2
HU,2017-01-07,28.0,0
HX,2017-01-07,15.428571428571427,2
IG,2017-01-07,17.0,1
IM,2017-01-07,,2
IP,2017-01-07,21.0,1
IV,2017-01-07,10.0,1
JE,2017-01-07,,2
KA,2017-01-07,7.333333333333332,1
KT,2017-01-07,21.0,1
KW,2017-01-07,10.0,2
KY,2017-01-07,4.0,1
L,2017-01-07,15.0,0
LA,2017-01-07,14.0,1
LD,2017-01-07,12.4,1
LE,2017-01-07,28.0,0
LL,2017-01-07,14.0,2
LN,2017-01-07,23.0,1
LS,2017-01-07,11.5,0
LU,2017-01-07,21.0,1
M,2017-01-07,25.0,0
ME,2017-01-07,15.0,0
MK,2017-01-07,21.0,1
ML,2017-01-07,6.5,1
N,2017-01-07,18.666666666666668,1
NE,2017-01-07,4.0,0
NG,2017-01-07,24.5,0
NN,2017-01-07,22.0,1
NP,2017-01-07,16.0,0
NR,2017-01-07,21.0,0
NW,2017-01-07,20.5,0
OL,2017-01-07,25.0,1
OX,2017-01-07,18.33333333333333,1
PA,2017-01-07,4.0,0
PE,2017-01-07,23.8,1
PH,2017-01-07,7.0,1
PL,2017-01-07,15.25,4
PO,2017-01-07,14.0,1
PR,2017-01-07,15.0,1
RG,2017-01-07,17.0,0
RH,2017-01-07,21.0,0
RM,2017-01-07,14.0,0
S,2017-01-07,11.666666666666664,0
SA,2017-01-07,11.0,0
SE,2017-01-07,20.0,0
SG,2017-01-07,21.0,0
SK,2017-01-07,18.571428571428573,1
SL,2017-01-07,14.0,1
SM,2017-01-07,19.4,2
SN,2017-01-07,17.0,1
SO,2017-01-07,14.0,0
SP,2017-01-07,15.0,1
SR,2017-01-07,10.666666666666666,1
SS,2017-01-07,18.0,0
ST,2017-01-07,23.0,0
SW,2017-01-07,19.0,1
SY,2017-01-07,11.0,1
TA,2017-01-07,16.0,2
