region_id,timestamp,val_PM2.5_max,extra_rings_PM2.5_max
DE,2017-07-05,16.0,1
DG,2017-07-05,9.0,1
DH,2017-07-05,7.4,1
DL,2017-07-05,7.8,1
DN,2017-07-05,20.75,1
DT,2017-07-05,15.666666666666664,2
DY,2017-07-05,16.0,1
E,2017-07-05,13.0,1
EC,2017-07-05,14.5,1
EH,2017-07-05,9.0,0
EN,2017-07-05,19.0,1
EX,2017-07-05,16.0,2
FK,2017-07-05,9.0,0
FY,2017-07-05,10.0,0
G,2017-07-05,68.5,0
GL,2017-07-05,13.0,1
GU,2017-07-05,13.0,1
GY,2017-07-05,,2
HA,2017-07-05,15.0,1
HD,2017-07-05,19.33333333333333,1
HG,2017-07-05,7.8,2
HP,2017-07-05,14.0,1
HR,2017-07-05,12.0,1
HS,2017-07-05,,2
HU,2017-07-05,15.428571428571427,2
HX,2017-07-05,16.5,2
IG,2017-07-05,13.0,1
IM,2017-07-05,,2
IP,2017-07-05,14.0,1
IV,2017-07-05,9.0,1
JE,2017-07-05,,2
KA,2017-07-05,47.0,1
KT,2017-07-05,10.0,1
KW,2017-07-05,9.0,2
KY,2017-07-05,9.0,1
L,2017-07-05,14.0,1
LA,2017-07-05,10.333333333333334,1
LD,2017-07-05,21.2,1
LE,2017-07-05,12.0,0
LL,2017-07-05,35.0,2
LN,2017-07-05,25.0,1
LS,2017-07-05,13.833333333333336,2
LU,2017-07-05,16.0,2
M,2017-07-05,14.5,0
ME,2017-07-05,15.0,0
MK,2017-07-05,16.0,1
ML,2017-07-05,32.8,1
N,2017-07-05,18.0,1
NE,2017-07-05,5.0,0
NG,2017-07-05,25.0,0
NN,2017-07-05,18.0,0
NP,2017-07-05,12.0,0
NR,2017-07-05,14.0,0
NW,2017-07-05,19.0,0
OL,2017-07-05,14.5,1
OX,2017-07-05,14.0,0
PA,2017-07-05,4.0,0
PE,2017-07-05,17.25,1
PH,2017-07-05,7.333333333333332,1
PL,2017-07-05,16.0,3
PO,2017-07-05,12.0,0
PR,2017-07-05,12.0,0
RG,2017-07-05,15.0,1
RH,2017-07-05,12.0,1
RM,2017-07-05,14.166666666666664,1
S,2017-07-05,19.33333333333333,0
SA,2017-07-05,35.0,0
SE,2017-07-05,13.0,0
SG,2017-07-05,15.777777777777779,2
SK,2017-07-05,16.5,1
SL,2017-07-05,9.0,1
SM,2017-07-05,13.25,2
SN,2017-07-05,15.0,1
SO,2017-07-05,15.5,0
SP,2017-07-05,15.5,1
SR,2017-07-05,7.0,0
SS,2017-07-05,10.5,0
ST,2017-07-05,12.0,0
SW,2017-07-05,13.25,1
SY,2017-07-05,35.0,1
TA,2017-07-05,16.0,1
TD,2017-07-05,8.0,1
TF,2017-07-05,12.0,1
TN,2017-07-05,15.75,1
TQ,2017-07-05,16.0,3
TR,2017-07-05,16.0,4
TS,2017-07-05,8.333333333333334,0
TW,2017-07-05,10.0,0
UB,2017-07-05,8.0,0
W,2017-07-05,14.0,0
WA,2017-07-05,15.0,1
WC,2017-07-05,16.0,0
WD,2017-07-05,15.333333333333336,1
WF,2017-07-05,19.33333333333333,1
WN,2017-07-05,16.0,0
WR,2017-07-05,13.8,1
WS,2017-07-05,14.666666666666664,1
WV,2017-07-05,12.0,1
YO,2017-07-05,8.333333333333334,1
ZE,2017-07-05,,2
AB,2017-07-06,11.0,0
AL,2017-07-06,21.25,2
B,2017-07-06,16.5,0
BA,2017-07-06,16.0,1
BB,2017-07-06,28.0,1
BD,2017-07-06,26.0,2
BH,2017-07-06,19.0,1
BL,2017-07-06,20.5,1
BN,2017-07-06,22.0,0
BR,2017-07-06,21.0,1
BS,2017-07-06,16.0,0
BT,2017-07-06,8.0,0
CA,2017-07-06,28.0,0
CB,2017-07-06,18.33333333333333,2
CF,2017-07-06,17.0,0
CH,2017-07-06,21.571428571428577,2
CM,2017-07-06,22.0,1
CO,2017-07-06,20.666666666666668,2
CR,2017-07-06,20.0,1
CT,2017-07-06,34.5,1
CV,2017-07-06,15.333333333333336,0
CW,2017-07-06,16.0,1
DA,2017-07-06,22.0,0
DD,2017-07-06,11.0,1
DE,2017-07-06,16.90909090909091,1
DG,2017-07-06,28.0,1
DH,2017-07-06,28.0,1
DL,2017-07-06,29.4,1
DN,2017-07-06,20.0,1
DT,2017-07-06,18.0,2
DY,2017-07-06,16.5,1
E,2017-07-06,20.0,1
EC,2017-07-06,23.0,1
EH,2017-07-06,11.0,0
EN,2017-07-06,26.5,1
EX,2017-07-06,16.0,2
FK,2017-07-06,12.0,0
FY,2017-07-06,24.0,0
G,2017-07-06,13.0,0
GL,2017-07-06,16.571428571428573,1
GU,2017-07-06,20.0,1
GY,2017-07-06,,2
HA,2017-07-06,23.0,1
HD,2017-07-06,20.33333333333333,1
HG,2017-07-06,29.4,2
HP,2017-07-06,17.0,1
HR,2017-07-06,18.5,1
HS,2017-07-06,,2
HU,2017-07-06,24.857142857142854,2
HX,2017-07-06,20.83333333333333,2
IG,2017-07-06,20.0,1
IM,2017-07-06,,2
IP,2017-07-06,18.0,1
IV,2017-07-06,11.0,1
JE,2017-07-06,,2
KA,2017-07-06,10.666666666666666,1
KT,2017-07-06,17.0,1
KW,2017-07-06,11.0,2
KY,2017-07-06,11.333333333333336,1
L,2017-07-06,23.0,1
LA,2017-07-06,26.66666666666667,1
LD,2017-07-06,21.4,1
LE,2017-07-06,11.0,0
LL,2017-07-06,26.5,2
LN,2017-07-06,19.0,1
LS,2017-07-06,25.83333333333333,2
LU,2017-07-06,17.5,2
M,2017-07-06,18.0,0
ME,2017-07-06,34.5,0
MK,2017-07-06,17.5,1
ML,2017-07-06,12.0,1
N,2017-07-06,26.33333333333333,1
NE,2017-07-06,25.0,0
NG,2017-07-06,19.0,0
NN,2017-07-06,18.0,0
NP,2017-07-06,18.5,0
NR,2017-07-06,18.0,0
NW,2017-07-06,26.5,0
OL,2017-07-06,18.0,1
OX,2017-07-06,17.0,0
PA,2017-07-06,6.0,0
PE,2017-07-06,16.5,1
PH,2017-07-06,9.666666666666666,1
PL,2017-07-06,16.0,3
PO,2017-07-06,23.0,0
PR,2017-07-06,28.0,0
RG,2017-07-06,18.33333333333333,1
RH,2017-07-06,22.0,1
RM,2017-07-06,25.83333333333333,1
S,2017-07-06,20.33333333333333,0
SA,2017-07-06,26.5,0
SE,2017-07-06,20.0,0
SG,2017-07-06,20.0,2
SK,2017-07-06,18.83333333333333,1
SL,2017-07-06,16.0,1
SM,2017-07-06,21.75,2
SN,2017-07-06,16.5,1
SO,2017-07-06,19.0,0
SP,2017-07-06,19.0,1
SR,2017-07-06,21.0,0
SS,2017-07-06,22.0,0
ST,2017-07-06,16.0,0
SW,2017-07-06,21.75,1
SY,2017-07-06,26.5,1
TA,2017-07-06,16.0,1
TD,2017-07-06,18.75,1
TF,2017-07-06,16.0,1
TN,2017-07-06,28.25,1
TQ,2017-07-06,16.0,3
TR,2017-07-06,16.0,4
TS,2017-07-06,31.33333333333333,0
TW,2017-07-06,17.0,0
UB,2017-07-06,15.0,0
W,2017-07-06,24.0,0
WA,2017-07-06,18.0,1
WC,2017-07-06,26.0,0
WD,2017-07-06,22.66666666666667,1
WF,2017-07-06,20.33333333333333,1
WN,2017-07-06,18.0,0
WR,2017-07-06,15.8,1
WS,2017-07-06,16.333333333333332,1
WV,2017-07-06,16.0,1
YO,2017-07-06,31.33333333333333,1
ZE,2017-07-06,,2
AB,2017-07-07,9.0,0
AL,2017-07-07,13.6,2
B,2017-07-07,16.0,0
BA,2017-07-07,13.833333333333336,2
BB,2017-07-07,17.0,1
BD,2017-07-07,15.5,2
BH,2017-07-07,12.0,1
BL,2017-07-07,14.25,1
BN,2017-07-07,13.0,0
BR,2017-07-07,17.0,1
BS,2017-07-07,16.0,1
BT,2017-07-07,7.0,0
CA,2017-07-07,12.0,0
CB,2017-07-07,20.666666666666668,2
CF,2017-07-07,15.0,0
CH,2017-07-07,15.0,1
CM,2017-07-07,25.0,1
CO,2017-07-07,26.0,2
CR,2017-07-07,15.0,1
CT,2017-07-07,22.0,1
CV,2017-07-07,19.33333333333333,0
CW,2017-07-07,24.0,1
DA,2017-07-07,19.0,0
DD,2017-07-07,9.0,1
DE,2017-07-07,16.90909090909091,1
DG,2017-07-07,12.0,1
DH,2017-07-07,15.2,1
DL,2017-07-07,16.0,1
DN,2017-07-07,14.25,1
DT,2017-07-07,12.333333333333336,2
DY,2017-07-07,16.0,1
E,2017-07-07,15.0,1
EC,2017-07-07,13.5,1
EH,2017-07-07,8.0,0
EN,2017-07-07,16.5,1
EX,2017-07-07,13.8,3
FK,2017-07-07,12.0,0
FY,2017-07-07,14.0,0
G,2017-07-07,16.0,0
GL,2017-07-07,17.333333333333332,1
GU,2017-07-07,12.5,1
GY,2017-07-07,,2
HA,2017-07-07,14.0,1
HD,2017-07-07,14.666666666666664,1
HG,2017-07-07,16.0,2
HP,2017-07-07,13.5,1
HR,2017-07-07,16.0,1
HS,2017-07-07,,2
HU,2017-07-07,16.0,2
HX,2017-07-07,15.0,2
IG,2017-07-07,15.0,1
IM,2017-07-07,,2
IP,2017-07-07,28.0,1
IV,2017-07-07,9.0,1
JE,2017-07-07,,2
KA,2017-07-07,12.0,1
KT,2017-07-07,11.0,1
KW,2017-07-07,9.0,2
KY,2017-07-07,9.333333333333334,1
L,2017-07-07,15.0,0
LA,2017-07-07,14.333333333333336,1
LD,2017-07-07,16.2,1
LE,2017-07-07,15.0,0
LL,2017-07-07,16.333333333333332,2
LN,2017-07-07,13.0,1
LS,2017-07-07,16.5,2
LU,2017-07-07,15.0,2
M,2017-07-07,14.5,0
ME,2017-07-07,22.0,0
MK,2017-07-07,16.0,1
ML,2017-07-07,12.0,1
N,2017-07-07,15.0,1
NE,2017-07-07,13.0,0
NG,2017-07-07,13.0,0
NN,2017-07-07,18.0,0
NP,2017-07-07,16.0,0
NR,2017-07-07,28.0,0
NW,2017-07-07,16.5,0
OL,2017-07-07,14.5,1
OX,2017-07-07,14.0,0
PA,2017-07-07,4.0,0
PE,2017-07-07,18.5,1
PH,2017-07-07,8.333333333333334,1
PL,2017-07-07,13.8,4
PO,2017-07-07,14.0,0
PR,2017-07-07,17.0,0
RG,2017-07-07,13.0,0
RH,2017-07-07,13.0,1
RM,2017-07-07,21.33333333333333,1
S,2017-07-07,14.666666666666664,0
SA,2017-07-07,17.0,0
SE,2017-07-07,15.0,0
SG,2017-07-07,19.0,2
SK,2017-07-07,16.166666666666668,1
SL,2017-07-07,10.666666666666666,1
SM,2017-07-07,13.25,2
SN,2017-07-07,13.5,1
SO,2017-07-07,12.0,0
SP,2017-07-07,12.333333333333336,1
SR,2017-07-07,8.0,0
SS,2017-07-07,25.0,0
ST,2017-07-07,24.0,0
SW,2017-07-07,13.25,1
SY,2017-07-07,17.0,1
TA,2017-07-07,16.0,2
TD,2017-07-07,10.25,1
TF,2017-07-07,24.0,1
TN,2017-07-07,19.0,1
TQ,2017-07-07,13.8,4
TR,2017-07-07,13.8,5
TS,2017-07-07,18.33333333333333,0
TW,2017-07-07,11.0,0
UB,2017-07-07,8.0,0
W,2017-07-07,15.0,0
WA,2017-07-07,13.75,1
WC,2017-07-07,12.0,0
WD,2017-07-07,13.666666666666664,1
WF,2017-07-07,14.666666666666664,1
WN,2017-07-07,11.0,0
WR,2017-07-07,18.0,1
WS,2017-07-07,18.666666666666668,1
WV,2017-07-07,24.0,1
YO,2017-07-07,18.33333333333333,1
ZE,2017-07-07,,2
AB,2017-07-08,6.0,0
AL,2017-07-08,13.6,2
B,2017-07-08,12.5,0
BA,2017-07-08,11.833333333333336,2
BB,2017-07-08,12.0,1
BD,2017-07-08,21.0,1
BH,2017-07-08,12.0,1
BL,2017-07-08,11.0,1
BN,2017-07-08,11.0,0
BR,2017-07-08,14.0,1
BS,2017-07-08,13.5,1
BT,2017-07-08,8.0,0
CA,2017-07-08,11.0,0
CB,2017-07-08,14.833333333333336,2
CF,2017-07-08,12.0,0
CH,2017-07-08,9.0,0
CM,2017-07-08,13.0,1
CO,2017-07-08,14.0,2
CR,2017-07-08,14.0,1
CT,2017-07-08,17.5,1
CV,2017-07-08,14.0,0
CW,2017-07-08,13.666666666666664,1
DA,2017-07-08,14.0,0
DD,2017-07-08,6.0,1
DE,2017-07-08,13.909090909090908,1
DG,2017-07-08,11.0,1
DH,2017-07-08,8.0,1
DL,2017-07-08,9.428571428571429,1
DN,2017-07-08,11.857142857142858,1
DT,2017-07-08,11.4,2
DY,2017-07-08,12.5,1
E,2017-07-08,14.0,1
EC,2017-07-08,15.0,1
EH,2017-07-08,7.5,0
EN,2017-07-08,19.0,1
EX,2017-07-08,12.0,1
FK,2017-07-08,8.0,0
FY,2017-07-08,8.0,0
G,2017-07-08,9.5,0
GL,2017-07-08,13.333333333333336,1
GU,2017-07-08,11.833333333333336,1
GY,2017-07-08,,2
HA,2017-07-08,15.5,1
HD,2017-07-08,10.666666666666666,1
HG,2017-07-08,15.0,1
HP,2017-07-08,10.0,1
HR,2017-07-08,13.5,1
HS,2017-07-08,,2
HU,2017-07-08,11.0,0
HX,2017-07-08,12.142857142857142,2
IG,2017-07-08,14.0,1
IM,2017-07-08,,2
IP,2017-07-08,16.0,1
IV,2017-07-08,6.0,1
JE,2017-07-08,,2
KA,2017-07-08,8.0,1
KT,2017-07-08,13.0,1
KW,2017-07-08,6.0,2
KY,2017-07-08,7.666666666666668,1
L,2017-07-08,17.0,0
LA,2017-07-08,10.333333333333334,1
LD,2017-07-08,15.4,1
LE,2017-07-08,18.0,0
LL,2017-07-08,9.0,1
LN,2017-07-08,16.0,1
LS,2017-07-08,21.0,0
LU,2017-07-08,11.0,2
M,2017-07-08,10.0,0
ME,2017-07-08,17.5,0
MK,2017-07-08,12.0,1
ML,2017-07-08,8.4,1
N,2017-07-08,18.0,1
NE,2017-07-08,6.0,0
NG,2017-07-08,16.0,0
NN,2017-07-08,13.0,0
NP,2017-07-08,13.5,0
NR,2017-07-08,16.0,0
NW,2017-07-08,19.0,0
OL,2017-07-08,10.0,1
OX,2017-07-08,11.0,0
PA,2017-07-08,5.0,0
PE,2017-07-08,15.75,1
PH,2017-07-08,6.333333333333332,1
PL,2017-07-08,12.0,0
PO,2017-07-08,14.0,0
PR,2017-07-08,12.0,0
RG,2017-07-08,9.0,0
RH,2017-07-08,11.0,1
RM,2017-07-08,14.833333333333336,1
S,2017-07-08,10.666666666666666,0
SA,2017-07-08,19.0,0
SE,2017-07-08,14.0,0
SG,2017-07-08,15.333333333333336,2
SK,2017-07-08,12.0,1
SL,2017-07-08,10.666666666666666,1
SM,2017-07-08,14.25,2
SN,2017-07-08,10.0,1
SO,2017-07-08,12.0,0
SP,2017-07-08,11.0,1
SR,2017-07-08,9.0,0
SS,2017-07-08,13.0,0
ST,2017-07-08,20.0,0
SW,2017-07-08,14.25,1
SY,2017-07-08,15.666666666666664,1
TA,2017-07-08,12.75,2
TD,2017-07-08,8.0,1
TF,2017-07-08,20.0,1
TN,2017-07-08,15.0,1
TQ,2017-07-08,12.0,1
TR,2017-07-08,12.0,1
TS,2017-07-08,8.333333333333334,0
TW,2017-07-08,13.0,0
UB,2017-07-08,10.0,0
W,2017-07-08,14.0,0
WA,2017-07-08,12.0,0
WC,2017-07-08,16.0,0
WD,2017-07-08,16.0,1
WF,2017-07-08,12.833333333333336,1
WN,2017-07-08,12.0,0
WR,2017-07-08,13.4,1
WS,2017-07-08,15.0,1
WV,2017-07-08,20.0,1
YO,2017-07-08,12.0,0
ZE,2017-07-08,,2
AB,2017-07-09,8.0,0
AL,2017-07-09,17.0,2
B,2017-07-09,15.0,0
BA,2017-07-09,14.5,2
BB,2017-07-09,14.0,1
BD,2017-07-09,10.0,1
BH,2017-07-09,15.5,1
BL,2017-07-09,15.75,1
BN,2017-07-09,24.0,0
BR,2017-07-09,17.0,1
BS,2017-07-09,12.0,1
BT,2017-07-09,8.0,0
CA,2017-07-09,9.0,0
CB,2017-07-09,16.333333333333332,2
CF,2017-07-09,12.0,0
CH,2017-07-09,9.0,0
CM,2017-07-09,15.5,1
CO,2017-07-09,16.333333333333332,2
CR,2017-07-09,17.0,1
CT,2017-07-09,18.5,1
CV,2017-07-09,14.0,0
CW,2017-07-09,13.0,1
DA,2017-07-09,17.0,0
DD,2017-07-09,8.0,1
DE,2017-07-09,13.454545454545455,1
DG,2017-07-09,9.0,1
DH,2017-07-09,8.4,1
DL,2017-07-09,10.285714285714286,1
DN,2017-07-09,13.142857142857142,1
DT,2017-07-09,14.2,2
DY,2017-07-09,15.0,1
E,2017-07-09,17.0,1
EC,2017-07-09,16.5,1
EH,2017-07-09,8.0,0
EN,2017-07-09,20.5,1
EX,2017-07-09,12.0,1
FK,2017-07-09,8.0,0
FY,2017-07-09,19.0,0
G,2017-07-09,12.0,0
GL,2017-07-09,13.666666666666664,1
GU,2017-07-09,16.5,1
GY,2017-07-09,,2
HA,2017-07-09,17.25,1
HD,2017-07-09,10.333333333333334,1
HG,2017-07-09,12.5,1
HP,2017-07-09,16.0,1
HR,2017-07-09,12.0,1
HS,2017-07-09,,2
HU,2017-07-09,13.0,0
HX,2017-07-09,11.625,2
IG,2017-07-09,17.0,1
IM,2017-07-09,,2
IP,2017-07-09,18.0,1
IV,2017-07-09,8.0,1
JE,2017-07-09,,2
KA,2017-07-09,9.666666666666666,1
KT,2017-07-09,14.0,1
KW,2017-07-09,8.0,2
KY,2017-07-09,8.0,1
L,2017-07-09,15.0,0
LA,2017-07-09,14.0,1
LD,2017-07-09,12.8,1
LE,2017-07-09,14.0,0
LL,2017-07-09,9.0,1
LN,2017-07-09,18.0,1
LS,2017-07-09,10.0,0
LU,2017-07-09,16.333333333333332,2
M,2017-07-09,14.0,0
ME,2017-07-09,18.5,0
MK,2017-07-09,16.5,1
ML,2017-07-09,9.6,1
N,2017-07-09,19.0,1
NE,2017-07-09,8.0,0
NG,2017-07-09,18.0,0
NN,2017-07-09,17.0,0
NP,2017-07-09,12.0,0
NR,2017-07-09,18.0,0
NW,2017-07-09,20.5,0
OL,2017-07-09,14.0,1
OX,2017-07-09,16.0,0
PA,2017-07-09,5.0,0
PE,2017-07-09,16.75,1
PH,2017-07-09,7.0,1
PL,2017-07-09,12.0,0
PO,2017-07-09,14.0,0
PR,2017-07-09,14.0,0
RG,2017-07-09,16.0,0
RH,2017-07-09,24.0,1
RM,2017-07-09,17.0,1
S,2017-07-09,10.333333333333334,0
SA,2017-07-09,14.0,0
SE,2017-07-09,17.0,0
SG,2017-07-09,17.22222222222222,2
SK,2017-07-09,12.714285714285715,1
SL,2017-07-09,14.0,1
SM,2017-07-09,15.75,2
SN,2017-07-09,16.0,1
SO,2017-07-09,15.5,0
SP,2017-07-09,15.666666666666664,1
SR,2017-07-09,9.0,0
SS,2017-07-09,15.5,0
ST,2017-07-09,13.0,0
SW,2017-07-09,15.75,1
SY,2017-07-09,12.333333333333336,1
TA,2017-07-09,12.0,2
TD,2017-07-09,8.25,1
TF,2017-07-09,13.0,1
TN,2017-07-09,19.5,1
TQ,2017-07-09,12.0,1
TR,2017-07-09,12.0,1
TS,2017-07-09,8.333333333333334,0
TW,2017-07-09,14.0,0
UB,2017-07-09,12.0,0
W,2017-07-09,16.0,0
WA,2017-07-09,17.0,0
WC,2017-07-09,16.0,0
WD,2017-07-09,17.666666666666668,1
WF,2017-07-09,11.571428571428573,1
WN,2017-07-09,21.0,0
WR,2017-07-09,14.4,1
WS,2017-07-09,14.333333333333336,1
WV,2017-07-09,13.0,1
YO,2017-07-09,15.0,0
ZE,2017-07-09,,2
AB,2017-07-10,7.0,0
AL,2017-07-10,12.4,2
B,2017-07-10,11.5,0
BA,2017-07-10,10.833333333333336,2
BB,2017-07-10,13.0,1
BD,2017-07-10,12.0,1
BH,2017-07-10,9.5,1
BL,2017-07-10,12.5,1
BN,2017-07-10,16.0,0
BR,2017-07-10,12.0,1
BS,2017-07-10,12.0,1
BT,2017-07-10,5.5,0
CA,2017-07-10,24.0,0
CB,2017-07-10,15.166666666666664,2
CF,2017-07-10,11.0,0
CH,2017-07-10,8.0,0
CM,2017-07-10,15.5,1
CO,2017-07-10,17.333333333333332,2
CR,2017-07-10,12.0,1
CT,2017-07-10,18.0,1
CV,2017-07-10,13.333333333333336,0
CW,2017-07-10,11.666666666666664,1
DA,2017-07-10,12.0,0
DD,2017-07-10,7.0,1
DE,2017-07-10,12.818181818181818,1
DG,2017-07-10,24.0,1
DH,2017-07-10,9.2,1
DL,2017-07-10,13.0,1
DN,2017-07-10,14.0,1
DT,2017-07-10,9.8,2
DY,2017-07-10,11.5,1
E,2017-07-10,12.0,1
EC,2017-07-10,12.5,1
EH,2017-07-10,5.5,0
EN,2017-07-10,15.5,1
EX,2017-07-10,9.0,1
FK,2017-07-10,4.0,0
FY,2017-07-10,11.0,0
G,2017-07-10,7.5,0
GL,2017-07-10,12.333333333333336,1
GU,2017-07-10,11.333333333333336,1
GY,2017-07-10,,2
HA,2017-07-10,12.75,1
HD,2017-07-10,12.333333333333336,1
HG,2017-07-10,13.25,1
HP,2017-07-10,11.0,1
HR,2017-07-10,12.0,1
HS,2017-07-10,,2
HU,2017-07-10,20.0,0
HX,2017-07-10,12.285714285714285,2
IG,2017-07-10,12.0,1
IM,2017-07-10,,2
IP,2017-07-10,21.0,1
IV,2017-07-10,7.0,1
JE,2017-07-10,,2
KA,2017-07-10,7.0,1
KT,2017-07-10,10.0,1
KW,2017-07-10,7.0,2
KY,2017-07-10,5.0,1
L,2017-07-10,13.0,0
LA,2017-07-10,16.0,1
LD,2017-07-10,13.0,1
LE,2017-07-10,15.0,0
LL,2017-07-10,8.0,1
LN,2017-07-10,12.0,1
LS,2017-07-10,12.0,0
LU,2017-07-10,11.333333333333336,2
M,2017-07-10,12.0,0
ME,2017-07-10,18.0,0
MK,2017-07-10,11.0,1
ML,2017-07-10,6.0,1
N,2017-07-10,14.666666666666664,1
NE,2017-07-10,9.0,0
NG,2017-07-10,12.0,0
NN,2017-07-10,12.0,0
NP,2017-07-10,12.0,0
NR,2017-07-10,21.0,0
NW,2017-07-10,15.5,0
OL,2017-07-10,12.0,1
OX,2017-07-10,10.0,0
PA,2017-07-10,6.0,0
PE,2017-07-10,15.0,1
PH,2017-07-10,5.666666666666668,1
PL,2017-07-10,9.0,0
PO,2017-07-10,11.0,0
PR,2017-07-10,13.0,0
RG,2017-07-10,12.0,0
RH,2017-07-10,16.0,1
RM,2017-07-10,15.166666666666664,1
S,2017-07-10,12.333333333333336,0
SA,2017-07-10,15.0,0
SE,2017-07-10,12.0,0
SG,2017-07-10,14.666666666666664,2
SK,2017-07-10,12.666666666666664,1
SL,2017-07-10,10.333333333333334,1
SM,2017-07-10,11.5,2
SN,2017-07-10,11.0,1
SO,2017-07-10,9.5,0
SP,2017-07-10,10.333333333333334,1
SR,2017-07-10,8.0,0
SS,2017-07-10,15.5,0
ST,2017-07-10,14.0,0
SW,2017-07-10,11.5,1
SY,2017-07-10,12.666666666666664,1
TA,2017-07-10,10.5,2
TD,2017-07-10,11.0,1
TF,2017-07-10,14.0,1
TN,2017-07-10,16.0,1
TQ,2017-07-10,9.0,1
TR,2017-07-10,9.0,1
TS,2017-07-10,9.666666666666666,0
TW,2017-07-10,10.0,0
UB,2017-07-10,9.0,0
W,2017-07-10,11.0,0
WA,2017-07-10,13.0,0
WC,2017-07-10,13.0,0
WD,2017-07-10,13.333333333333336,1
WF,2017-07-10,12.857142857142858,1
WN,2017-07-10,12.75,1
WR,2017-07-10,12.6,1
WS,2017-07-10,12.333333333333336,1
WV,2017-07-10,14.0,1
YO,2017-07-10,14.5,0
ZE,2017-07-10,,2
AB,2017-07-11,7.0,0
AL,2017-07-11,13.2,2
B,2017-07-11,12.5,0
BA,2017-07-11,10.0,2
BB,2017-07-11,8.0,1
BD,2017-07-11,15.0,1
BH,2017-07-11,8.5,1
BL,2017-07-11,9.0,1
BN,2017-07-11,10.0,0
BR,2017-07-11,9.0,1
BS,2017-07-11,14.0,1
BT,2017-07-11,19.5,0
CA,2017-07-11,5.0,1
CB,2017-07-11,10.0,2
CF,2017-07-11,8.0,0
CH,2017-07-11,7.0,0
CM,2017-07-11,6.5,1
CO,2017-07-11,8.333333333333334,2
CR,2017-07-11,9.0,1
CT,2017-07-11,15.0,1
CV,2017-07-11,16.666666666666668,0
CW,2017-07-11,8.333333333333334,1
DA,2017-07-11,9.0,0
DD,2017-07-11,7.0,1
DE,2017-07-11,12.545454545454545,1
DG,2017-07-11,7.857142857142858,2
DH,2017-07-11,8.2,1
DL,2017-07-11,9.5,1
DN,2017-07-11,11.714285714285715,1
DT,2017-07-11,9.0,2
DY,2017-07-11,12.5,1
E,2017-07-11,9.0,1
EC,2017-07-11,10.5,1
EH,2017-07-11,8.0,0
EN,2017-07-11,19.0,1
EX,2017-07-11,9.5,1
FK,2017-07-11,10.0,0
FY,2017-07-11,7.0,0
G,2017-07-11,9.5,0
GL,2017-07-11,14.8,1
GU,2017-07-11,9.0,1
GY,2017-07-11,,2
HA,2017-07-11,14.5,1
HD,2017-07-11,11.333333333333336,1
HG,2017-07-11,13.0,1
HP,2017-07-11,9.5,1
HR,2017-07-11,14.0,1
HS,2017-07-11,,2
HU,2017-07-11,13.0,0
HX,2017-07-11,11.166666666666664,2
IG,2017-07-11,9.0,1
IM,2017-07-11,,2
IP,2017-07-11,12.0,1
IV,2017-07-11,7.0,1
JE,2017-07-11,,2
KA,2017-07-11,8.0,1
KT,2017-07-11,7.0,1
KW,2017-07-11,7.0,2
KY,2017-07-11,8.666666666666666,1
L,2017-07-11,18.0,0
LA,2017-07-11,7.5,1
LD,2017-07-11,12.5,1
LE,2017-07-11,11.0,0
LL,2017-07-11,7.0,1
LN,2017-07-11,11.0,1
LS,2017-07-11,15.0,0
LU,2017-07-11,10.666666666666666,2
M,2017-07-11,10.0,0
ME,2017-07-11,15.0,0
MK,2017-07-11,11.5,1
ML,2017-07-11,9.0,1
N,2017-07-11,16.666666666666668,1
NE,2017-07-11,5.0,0
NG,2017-07-11,11.0,0
NN,2017-07-11,13.0,0
NP,2017-07-11,14.0,0
NR,2017-07-11,12.0,0
NW,2017-07-11,19.0,0
OL,2017-07-11,10.0,1
OX,2017-07-11,10.0,0
PA,2017-07-11,5.0,0
PE,2017-07-11,11.75,1
PH,2017-07-11,7.333333333333332,1
PL,2017-07-11,9.5,0
PO,2017-07-11,11.0,0
PR,2017-07-11,8.0,0
RG,2017-07-11,9.0,0
RH,2017-07-11,10.0,1
RM,2017-07-11,9.2,1
S,2017-07-11,11.333333333333336,0
SA,2017-07-11,14.0,0
SE,2017-07-11,9.0,0
SG,2017-07-11,12.0,2
SK,2017-07-11,10.333333333333334,1
SL,2017-07-11,8.333333333333334,1
SM,2017-07-11,9.75,2
SN,2017-07-11,9.5,1
SO,2017-07-11,8.5,0
SP,2017-07-11,8.666666666666666,1
SR,2017-07-11,8.0,0
SS,2017-07-11,6.5,0
ST,2017-07-11,7.0,0
SW,2017-07-11,9.75,1
SY,2017-07-11,11.666666666666664,1
TA,2017-07-11,11.0,2
TD,2017-07-11,7.0,1
TF,2017-07-11,7.0,1
TN,2017-07-11,11.333333333333336,1
TQ,2017-07-11,9.5,1
TR,2017-07-11,9.5,1
TS,2017-07-11,9.333333333333334,0
TW,2017-07-11,7.0,0
UB,2017-07-11,9.0,0
W,2017-07-11,11.0,0
WA,2017-07-11,11.0,0
WC,2017-07-11,12.0,0
WD,2017-07-11,15.666666666666664,1
WF,2017-07-11,12.166666666666664,1
WN,2017-07-11,11.75,1
WR,2017-07-11,15.0,1
WS,2017-07-11,10.666666666666666,1
WV,2017-07-11,7.0,1
YO,2017-07-11,12.0,0
ZE,2017-07-11,,2
AB,2017-07-12,8.0,0
AL,2017-07-12,10.6,2
